가맹점명,주소
기욤 판교(아브뉴프랑점),"13525) 경기 성남시 분당구 동판교로177번길 25 1층 126호(삼평동, 판교 호반 써밋 플레이스) "
블리스버거(판교2밸리점)_QR,13449) 경기도 성남시 수정구 창업로 42 (시흥동) 지하1층 B116호
국수의진수,"13494) 경기도 성남시 분당구 대왕판교로 660 유스페이스1 (2지하1층,B123호) "
담소소사골순대육개장(판교4호점),13449) 경기도 성남시 수정구 창업로 17 (시흥동) 파미어스몰2  2층 207-3호 
청년다방(판교테크노밸리점),"13494) 경기 성남시 분당구 대왕판교로 660, 2층 206호 삼평동, 유스페이스1"
샐러드카페 파라,"13524) 경기도 성남시 분당구 판교역로192번길 16, 2층 210호 삼평동, 판교타워 "
서호돈가스(판교H스퀘어점),13494) 경기 성남시 분당구 판교역로 231 에이치스퀘어 에스동 1층 124호 
삼성웰스토리(주) 인하대병원 E,13638) 경기 성남시 분당구 구미로 8 구미동 
피자헛(남한산성2호점),462-805) 경기도 성남시 중원구 금광동 4842
우리한우곰탕,13544) 경기도 성남시 분당구 판교대장로7길 16-6 (대장동) 1층
베러먼데이(판교테크노벨리점),"13494) 경기도 성남시 분당구 판교역로 235 119호(삼평동, 에이치스퀘어 엔동)"
율리아테이블,13486) 경기도 성남시 분당구 판교로227번길 6 (삼평동) 1층105호
명동할머니국수(분당정자점),13558) 경기 성남시 분당구 정자동 23-1  지파크프라자 107호 
파리바게뜨(위례호반점),13642) 경기도 성남시 수정구 위례동로 153 파리바게뜨(위례호반점) 
파리바게뜨(분당미금점),13627) 경기도 성남시 분당구 돌마로 68 파리바게뜨(분당미금점) 
파리바게뜨(분당코오롱점),13564) 경기 성남시 분당구 이매동 146-5 파리바게뜨(분당코오롱) 
파리바게뜨(분당롯데),463020) 경기도 성남시 분당구 수내동 20-6 동현프라자 
파리바게뜨(분당서현),463824) 경기도 성남시 분당구 서현동 248-3 
파리바게뜨(판교봇들점),"13492) 경기도 성남시 분당구 판교로 374 1층 101,102호 "
파리바게뜨(판교원마을),463410) 경기 성남시 분당구 판교동 621-5 파리바게뜨(판교원마을) 
파리바게뜨(서판교),463440) 경기 성남시 분당구 운중동 948번지 파리바게뜨(서판교) 
파리바게뜨(분당중탑),13503) 경기도 성남시 분당구 야탑동 272-1 파리바게뜨(분당중탑) 
파리바게뜨(분당이매),463830) 경기도 성남시 분당구 이매동 120-7 파리바게뜨(분당이매) 
파리바게뜨(성남공단점),13228) 경기도 성남시 중원구 둔촌대로 429 1층 파리바게뜨 
파리바게뜨(성남금상),462816) 경기도 성남시 중원구 상대원동 2992-2 
파파존스(야탑점),"13505) 경기도 성남시 분당구 매화로 49 (야탑동) 1층 103,104호(야탑동,시흥조합상가)"
파파존스(판교점),"13474) 경기도 성남시 분당구 서판교로 154 (판교동, 낙생빌딩) 2층 204호"
파파존스(성남점),13179) 경기도 성남시 중원구 산성대로382번길 3 `
길동우동(정자점),13555) 경기도 성남시 분당구 성남대로 389 (정자동) 제1층 110호 
킨파,"13486) 경기도 성남시 분당구 판교로227번길 6 (삼평동) 106호, 107호 "
카페우드진(판교우림W시티점)_KIOSK,13486) 경기 성남시 분당구 판교로255번길 9-22 1층 119호 
그라비티(판교테크노밸리점,13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 1층 129호 
빕스(판교점),463-400) 경기도 성남시 분당구 동판교로 177번길 25 
듬박이찌개(판교점),13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 1층 128호 
메가MGC커피(판교테크노밸리점),"13494) 경기도 성남시 분당구 대왕판교로 670 , 117호(삼평동, 유스페이스2) "
옥된장,13524) 경기도 성남시 분당구 판교역로 184 (삼평동) 1층 102-2호
후루룩손칼국수,"13494) 경기 성남시 분당구 대왕판교로 670 삼평동, 유스페이스2 B01층 103호 "
중경별곡마라탕샹궈_KIOSK,"13494) 경기 성남시 분당구 대왕판교로 670  2층 222호(삼평동, 유스페이스2)"
군산오징어(우림더블유시티점),13486) 경기도 성남시 분당구 판교로255번길 9-22 214호
인디테이블,"13525) 경기 성남시 분당구 동판교로177번길 25 삼평동, 판교 호반 써밋 플레이스, 1층 "
파리바게뜨(판교테크노점),13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 1층 132호 
메가MGC커피(제2테크노밸리점),"13449) 경기도 성남시 수정구 창업로 43 , A동 104호(시흥동) "
아티제(판교역점),13529) 경기도 성남시 분당구 분당내곡로 117 크래프톤타워 1층 
엽기떡볶이(신흥역점)(오더),13344) 경기도 성남시 수정구 시민로 135 1층 
빽다방(판교유스페이스점)(오더),13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 1층 134호 
샐러디(판교도시첨단점)(오더),13453) 경기도 성남시 수정구 금토로80번길 51 (금토동) 1층 105호 
샐러디(판교테크노밸리점)(오더),"13494) 경기도 성남시 분당구 대왕판교로 670 1층 114호, 샐러디"
플레이뮤지엄(도시락)(오더),13487) 경기도 성남시 분당구 대왕판교로645번길 16 (삼평동) 플레이뮤지엄
빽다방(판교역점)(오더),13524) 경기도 성남시 분당구 대왕판교로606번길 31 104호(삼평동) 
엽기떡볶이(동판교점)(오더),13524) 경기도 성남시 분당구 판교역로192번길 22(삼평동) 2층 204호 
빽다방(분당서현대명점)(오더),463824) 경기도 성남시 분당구 황새울로360번길 12 대명프라자1층108호 
엽기떡볶이(성남산성점)(오더),13261) 경기도 성남시 수정구 희망로 551 (신흥동) 107호 
샐러디(수내점)(오더),13595) 경기도 성남시 분당구 황새울로200번길 9-7(수내동) 1층 104호 
빽다방(강릉중앙시장점)(오더),25543) 강원특별자치도 강릉시 금성로 23-1 (성남동) 1층
아티제(판교알파리움점),"13530) 경기도 성남시 분당구 백현동 531 알파리움 제1타워 1동 101호,102호 "
빽다방(수내역초림점)(오더),463825) 경기도 성남시 분당구 백현로101번길 17 초림프라자119호 
마마스포,13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 1층 123호 
정희(판교아브뉴프랑점),"13525) 경기 성남시 분당구 동판교로177번길 25 삼평동, 1층 105호 판교 호반 써밋 플레이스 "
퀴즈노스(판교테크노밸리점),"13494) 경기도 성남시 분당구 대왕판교로 660 111호, 112호(삼평동, 유스페이스1) "
바르다 김선생(판교대장점),13544) 경기 성남시 분당구 판교대장로7길 16 힐스테이트 판교 엘포레 A6BL 620동 지3층 109호 
더플레이스(판교점),"135-25 ) 경기도 성남시 분당구 동판교로177번길 25 (삼평동,판교 호반 써밋 플레이스) 아비뉴프랑 1층 "
푸르나다_QR,13449) 경기도 성남시 수정구 창업로 43 (시흥동) 판교글로벌비즈센터 B동 1층 107호 
투썸플레이스(판교알파돔점),13529) 경기도 성남시 분당구 분당내곡로 131 (백현동) 알파돔시티 1층 
더이탈리안클럽(판교테크원점),13529) 경기도 성남시 분당구 분당내곡로 131
할매순대국,463825) 경기도 성남시 분당구 황새울로258번길 10-7 가나프라자
고봉민김밥인(분당판교점),"13525) 경기도 성남시 분당구 대왕판교로606번길 58 1층 1-87호(삼평동, 판교푸르지오월드마크) "
하츠,"13530) 경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지) 상가동 1층 111호"
할매순대국,"13637) 경기 성남시 분당구 구미로9번길 25 구미동, 분당대맥주차빌딩 11호 "
진주랑 경동평택공장(임의결제),"13201) 경기 성남시 중원구 갈마치로 302 상대원동, 성남우림라이온스밸리5차 비동505호 "
올레 샐러드,"13494) 경기도 성남시 분당구 대왕판교로 660 지하1층 비128-5호(삼평동, 유스페이스1)"
미닛트,"13494) 경기도 성남시 분당구 대왕판교로 670 1층 112호 삼평동, 유스페이스2 "
이쉐프웍,"13558) 경기도 성남시 분당구 정자일로156번길 6 2층(정자동, 뉴본타워) "
윤가네용대리황태국(판교점),"13494) 경기 성남시 분당구 대왕판교로 660 삼평동, 유스페이스1 1층 "
월선네(판교역점),"13524) 경기도 성남시 분당구 판교역로192번길 22 1층 105호(삼평동, 판교효성해링턴타워) "
정육식당 육국(분당오리역점),13637) 경기도 성남시 분당구 성남대로 36 (구미동) 2(일부)층 
장수본가해장국(정자점),"13558) 경기도 성남시 분당구 정자일로 158 (정자동) 1층 112, 113호 "
불고기 온소반(판교본점),463400) 경기도 성남시 분당구 판교역로 240 삼환하이펙스A동 지하 105호
맞닿음(판교점),463400) 경기도 성남시 분당구 대왕판교로 670 
츠키,"13558) 경기 성남시 분당구 정자일로156번길 6, 111호 (정자동, 뉴본타워) "
카모,"13530) 경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지) 타워2동 1층 118호"
제주은희네해장국(판교점),"13494) 경기 성남시 분당구 판교역로 231 삼평동, 에이치스퀘어 에스동  지하1층 B122,B123 호 "
매콤돈가스칡냉면(판교점),"13494) 경기도 성남시 분당구 대왕판교로 670 유스페이스2,지하1층B104호 "
미도인(판교테크원),13529) 경기도 성남시 분당구 분당내곡로 131 지하 1층 31호
차알,"13525) 경기 성남시 분당구 동판교로177번길 25 삼평동, 판교 호반 써밋 플레이스, 2층 "
마라공방(판교점),13524) 경기도 성남시 분당구 판교역로192번길 12 2층 206호
통통낙지마을,"13493) 경기도 성남시 분당구 판교역로 230 B동 209호 (삼평동,삼환하이펙스) "
보노보노,"13524) 경기도 성남시 분당구 판교역로 180, 102 ,103, 105호 삼평동, 알파타워 "
북촌손만두(판교파미어스몰점),13449) 경기도 성남시 수정구 창업로 17 파미어스몰 201-4 
루트비커피(판교알파리움점),13530) 경기도 성남시 분당구 대왕판교로606번길 10 타워1동 1층 128호 
샐러드카페 파라_KIOSK,"13524) 경기도 성남시 분당구 판교역로192번길 16 , 2층 210호(판교타워) "
투썸플레이스(판교테크노밸리점),13494) 경기도 성남시 분당구 판교역로 235 (삼평동) H스퀘어 N동 111호 
카페 바리스랩,"13525) 경기도 성남시 분당구 대왕판교로606번길 58 (삼평동) 1층, 1-66호 "
롯데마트(판교점),13525) 경기도 성남시 분당구 삼평동 741번지 롯데마트
(주)엔바이콘 카페엔바이콘(판교),13487) 경기 성남시 분당구 대왕판교로645번길 36 삼평동 엔에스복합건축물 1층
핸드메이드,"13494) 경기 성남시 분당구 대왕판교로 660 126호(삼평동, 유스페이스1) "
본도시락(판교테크노밸리점),13493) 경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 지1층 B109호
커피라디오(판교점),13494) 경기도 성남시 분당구 대왕판교로 660 유스페이스1 지상2층 221호
텐퍼센트스페셜티커피(분당서현점)_QR,13591) 경기도 성남시 분당구 분당로53번길 14 (서현동) 104호 
(주)엔바이콘 하림닭요리,13487) 경기도 성남시 분당구 대왕판교로645번길 36
진스키야키(판교본점),13529) 경기도 성남시 분당구 분당내곡로 131 판교테크원 1층 일부
빽다방(판교유스페이스점),13494) 경기도 성남시 분당구 대왕판교로 660 유스페이스1 1층 134호(삼평동) 
살레르노(판교점),"13306) 경기도 성남시 분당구 판교역로 145, 라스트리트 2동 2층"
샐러디(판교제2테크노밸리점),13449) 경기도 성남시 수정구 창업로 57 1층 103호 
김명자굴국밥전문점(분당정자점),13558) 경기 성남시 분당구 정자동 159-1 1필지 백궁프라자1 (205) 
맥도날드 판교테크노밸리,13494) 경기도 성남시 분당구 판교역로 231 H스퀘어 S동
맥도날드 수내역,13595) 경기도 성남시 분당구 백현로 101번길 29 (수내동)
맥도날드 동판교,"13525) 경기도 성남시 분당구 대왕판교로 606번길 58, 푸르지오월드마크 (삼평동)"
맥도날드 오리역,13636) 경기도 성남시 분당구 성남대로 45 (구미동)
맥도날드 서판교DT,13467) 경기도 성남시 분당구 판교로 35(운중동)
비비큐 판교테크노밸리점,"13494) 경기도 성남시 분당구 판교역로 231 (삼평동, 에이치스퀘어 에스동) 121호 비비큐"
비비큐 분당야탑점,13505) 경기도 성남시 분당구 야탑동 383-4 1층 비비큐
빽다방(수내역초림점),463825) 경기도 성남시 분당구 백현로101번길 17 초림프라자119호
집밥맛있다,"13494) 경기도 성남시 분당구 대왕판교로 660 지하1층 128-2호(삼평동, 유스페이스1)"
피노피자(판교점),11111) 경기도 성남시 분당구 판교역로 109 SK허브 지하2층 피노피자
샐러드SLB(판교역점)_KIOSK,13529) 경기도 성남시 분당구 판교역로 152 B1층 일부 
화란(판교파미어스몰점)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) 파미어스몰2 C동 208호 
토마토김밥 판교역점,13529) 경기도 성남시 분당구 판교역로 136 지하2층 
운봉에덴식당,"13525) 경기 성남시 분당구 동판교로177번길 25 삼평동, 판교 호반 써밋 플레이스, 2층 "
파리바게뜨(성남대로점),13320) 경기도 성남시 수정구 성남대로 1196 (수진동) 1층(수진동) 
담솥(판교아브뉴프랑점),"13525) 경기도 성남시 분당구 동판교로177번길 25 1층 103호(삼평동, 판교 호반 써밋 플레이스) "
하오마라(오리역점),"13637) 경기도 성남시 분당구 구미로9번길 7 (구미동) 1층 101호,102호 "
백야드(테크원점),13529) 경기도 성남시 분당구 분당내곡로 131 지하2층 B250호 
플레이뮤지엄(도시락 서브),13487) 경기도 성남시 분당구 대왕판교로645번길 16  NHN
야미카츠(본점),"13449) 경기 성남시 수정구 대왕판교로 815 1층 106호(시흥동, 판교창조경제밸리)"
가마솥순대국밥(분당오리역점),"13637) 경기도 성남시 분당구 구미로9번길 25 101호(구미동, 분당대맥주차빌딩)"
오니기리와이규동(판교테크노밸리점)_KIOSK,"13494) 경기 성남시 분당구 판교역로 231 (삼평동, 에이치스퀘어 에스동) 지하 1층 B126호 "
고향옥얼큰순대국(삼평점),"13494) 경기도 성남시 분당구 판교역로 235 1층 112호(삼평동, H스퀘어 N동) "
샐러디아(판교역점),13525) 경기도 성남시 분당구 대왕판교로 606번길 58 대우푸르지오월드마트상가 1층 1-76호 
하치돈부리,"463824) 경기도 성남시 분당구 서현동  분당로53번길 14 서현프라자107,113호 "
광주옥_QR,"13638) 경기도 성남시 분당구 구미로 16 (구미동) 132,134,135호 "
일상화식,13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 2층 226호
삼다옥1947,463020) 경기도 성남시 분당구 수내동 7-4
왕징양다리양꼬치(판교직영점),"13530) 경기도 성남시 분당구 대왕판교로606번길 10 205호, 206호 "
써브웨이(판교역점),"13525) 경기도 성남시 분당구 대왕판교로606번길 58 (삼평동) 1층 1-02,03,45,46호 "
보스쭈꾸미(본점),"13558) 경기 성남시 분당구 정자일로 162, 1층 106호 정자동, 젤존타워2 "
로열로스터리_KIOSK,13493) 경기도 성남시 분당구 대왕판교로644번길 49 지하2층
분당감자탕(정자점),"13558) 경기도 성남시 분당구 정자일로 162 103호,104호(정자동, 젤존타워2) "
"맛남의광장한식뷔페(구,매드한식)_QR",13524) 경기도 성남시 분당구 판교역로192번길 14-1 (삼평동) 판교예미지빌딩 1층
올라회덮밥,"13636) 경기 성남시 분당구 성남대로 51 141(구미동, 포스빌오피스텔141호~142호) "
서울전통육개장(판교하이펙스점),13493) 경기 성남시 분당구 삼평동  678 삼환하이펙스A동 지하1층 108-1호( 판교역로 240) - 
현대백화점(판교점),13529) 경기도 성남시 분당구 판교역로146번길 20(백현동)
플레이뮤지엄(3코스),13487) 경기도 성남시 분당구 대왕판교로645번길 16  NHN
(주)엔바이콘 교소바,13487) 경기도 성남시 분당구 대왕판교로645번길 36 NS홈쇼핑 지하1층
나진국밥(판교점),"13494) 경기 성남시 분당구 대왕판교로 660 삼평동, 유스페이스1 2층 237호 "
앤쏠로지커피_KIOSK,"13494) 경기 성남시 분당구 대왕판교로 660 삼평동 유스페이스1, 131호"
우리동네김밥(정자점본점),13556) 경기 성남시 분당구 정자동 10-1 아이파크상가 202동 106호 
텐퍼센트커피(유스페이스점),"13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 삼평동, 유스페이스2 1층 "
GS더프레시(포레스티아점),461160) 경기 성남시 수정구 신흥동 10번지 산성역포레스티아 상가 
GS더프레시(봇들마을점),"13492) 경기도 성남시 분당구 동판교로 225, 상가동 106호~109호(삼평동 봇들마을 3단지 아파트) "
GS더프레시(판교운중점),"13461) 경기도 성남시 분당구 운중로 117, 1층(운중동, 포모나타워) "
이자와(판교아이스퀘어점),13449) 경기도 성남시 수정구 창업로 17 판교아이스퀘어 F동 2층 제212호 
이든활어,"13494) 경기 성남시 분당구 대왕판교로 670 삼평동, 유스페이스2 220호 "
아이스걸크림보이(판교점),"13494) 경기 성남시 분당구 대왕판교로 660 삼평동, 유스페이스1 2층 228호 "
해도락,"13494) 경기도 성남시 분당구 판교역로 235  1층 130~132호(삼평동, 에이치스퀘어 엔동) "
더진국(판교파미어스몰점),"13449) 경기도 성남시 수정구 창업로 18 2층 202-2호, 202-3호(시흥동, 판교 아이스퀘어) "
미메이라,"13494) 경기도 성남시 분당구 대왕판교로 660 삼평동, 유스페이스1 B01층 120호 "
리츠다이너,"13559) 경기 성남시 분당구 정자일로 146 정자동, 엠코헤리츠 1단지 "
최고야 전국5대짬뽕,"13486) 경기도 성남시 분당구 판교로227번길 6 브릿지 타워 1층 116,117호"
재크와콩나물,13494) 경기도 성남시 분당구 판교역로 231 B111호 에이치스퀘어 에스동
차차식당,13493) 경기도 성남시 분당구 판교역로 240 지하1층 B-119-1호 
먼데이키친,13486) 경기도 성남시 분당구 판교로255번길 9-22 판교 우림 W-CITY 2층 231호 
디저트39(판교역점),13529) 경기도 성남시 분당구 판교역로 136 1층 
분당 양자강,13631) 경기도 성남시 분당구 탄천상로 164 시그마2오피스텔 B동 지하1층 양자강
홍차이나,13557) 경기도 성남시 분당구 정자동 24 인텔리지 307호
명품보쌈,"13493) 경기도 성남시 분당구 판교역로 230 B동  지하1층 121 (삼평동, 삼환하이펙스) "
우몽블랙,"13530) 경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지) 2동 1층 111호, 112호"
진짜돼지,"13524) 경기도 성남시 분당구 분당내곡로 159 (삼평동) A동 1층 120호, 121호,122호 "
남도미락,463500) 경기 성남시 분당구 구미동 184-7 
슈퍼타이(그레이츠판교점),"13529) 경기도 성남시 분당구 분당내곡로 117 지하1층 B102호(백현동, 그레이츠판교)"
아워홈(분당두산타워_테이크아웃점),"13557) 경기도 성남시 분당구 정자일로 155, 지하1층, 지상7층 (정자동,분당두산타원) "
구우트,"13494) 경기도 성남시 분당구 대왕판교로 670 지하1층, B109~110호(삼평동, 유스페이스2) "
일류(판교점),"13494) 경기 성남시 분당구 대왕판교로 670, 2층 210호 (삼평동, 유스페이스2) "
공차(판교테크노밸리점),"13494) 경기도 성남시 분당구 대왕판교로 670, 유스페이스 1층 116호 "
플레이뮤지엄(2코스),13487) 경기도 성남시 분당구 대왕판교로645번길 16  NHN
호미스피자(판교점),13493) 경기도 성남시 분당구 판교역로 230 (삼평동) B동 B108호(삼환하이펙스) 
(주)엔바이콘 아시안퀴진똠,13487) 경기 성남시 분당구 대왕판교로645번길 36 삼평동
오너쉐프,463400) 경기도 성남시 분당구 대왕판교로 670 .B111호 유스페이스2 
조마루감자탕(판교점),"13494) 경기도 성남시 분당구 판교역로 231 삼평동, 에이치스퀘어 에스동 "
하품스베이크(판교점),"13494) 경기도 성남시 분당구 판교역로 235, 106호(삼평동, 에이치스퀘어 엔동) "
오한수우육면가(판교파미어스몰점),13449) 경기도 성남시 수정구 창업로 17 A동 2층 203-1호(시흥동)
라디오베이(판교점),"13524) 경기 성남시 분당구 판교역로192번길 12 삼평동, 판교미래에셋센터 2층일부 "
제비면가,"13493) 경기 성남시 분당구 판교역로 240 삼평동, 삼환하이펙스A동 지하1층 B114호 "
본도시락(판교파미어스점),13449) 경기도 성남시 수정구 창업로 17 E동 지하1층 B105-2 
플레이뮤지엄(4코스),13487) 경기도 성남시 분당구 대왕판교로645번길 16  NHN
양육점(판교점),13529) 경기도 성남시 분당구 분당내곡로 131
만찬(슈마우스),"13493) 경기도 성남시 분당구 판교역로 240 삼평동, 삼환하이펙스A동 "
뚜레쥬르(판교우림점),463400) 경기도 성남시 분당구 판교로255번길  20-0 9-22 (삼평동) 
아이스크림소사이어티(판교알파돔점),13529) 경기도 성남시 분당구 분당내곡로 131 1층 5-1호
(주)엔바이콘 하이포크,13487) 경기도 성남시 분당구 대왕판교로645번길 36
매일식당,"13524) 경기 성남시 분당구 판교역로192번길 14-2 삼평동, 골드타워, 1층 "
주식회사 펠트,13529) 경기도 성남시 분당구 판교역로 166 (백현동) 1층 14호
매머드익스프레스(판교중앙점),13524) 경기도 성남시 분당구 대왕판교로606번길 31 1층 109호(삼평동) 
언버튼 판교_QR,13449) 경기도 성남시 수정구 창업로 43 (시흥동)  A동 107호 
옵션스페셜티커피(판교테크노밸리점),13494) 경기도 성남시 분당구 대왕판교로 660 1층 139호 
본죽&비빔밥cafe(분당카페거리점),13555) 경기 성남시 분당구 정자일로 230 동양정자파라곤3단지상가 113호 
스시가오(판교유스페이스점),"13494) 경기도 성남시 분당구 삼평동 대왕판교로 660 삼평동, 유스페이스1 B 121호 "
히카루 후,"13525) 경기도 성남시 분당구 동판교로177번길 25 217호(삼평동,판교 호반 써밋 플레이스) "
프레퍼스다이어트푸드(판교점),13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 1층 109호 
플레이뮤지엄(특식결제),13487) 경기도 성남시 분당구 대왕판교로645번길 16  NHN
복뚱이네간장게장,"13637) 경기도 성남시 분당구 구미로9번길 17 구미동, 광림빌딩 1층 "
삼성웰스토리(주) 인하대병원F,13638) 경기 성남시 분당구 구미로 8 구미동
삼대곱창,"13494) 경기도 성남시 분당구 대왕판교로 660 삼평동, 유스페이스1 2층 202호"
주식회사 딜라잇,"13493) 경기도 성남시 분당구 대왕판교로644번길 49 지하2층(삼평동, 한컴타워) "
알레그리아(판교테크원점),13529) 경기도 성남시 분당구 분당내곡로 131 1층(백현동)
멜버,"13493) 경기 성남시 분당구 판교역로 240 삼평동, 삼환하이펙스A동 1층 124호 "
동선참치,"13637) 경기 성남시 분당구 구미로9번길 16 구미동, 체리빌오피스텔 101호 "
진주랑 경동평택공장,"13201) 경기 성남시 중원구 갈마치로 302 상대원동, 성남우림라이온스밸리5차 비동505호 "
카페우드진(판교2호점)_KIOSK,13493) 경기도 성남시 분당구 판교역로 230 B동 117호(삼평동) 
베어스타코(판교점)_KIOSK,13494) 경기 성남시 분당구 판교역로 231 B1층 B116호 
양산도(판교점),"13525) 경기도 성남시 분당구 대왕판교로606번길 58 1층(삼평동, 판교푸르지오월드마크) "
마왕족발(판교점),"13524) 경기도 성남시 분당구 대왕판교로606번길 45 1층 101호 (삼평동, 판교역 푸르지오시티) "
오투닭갈비&부대찌개(판교아이스퀘어점),13449) 경기도 성남시 수정구 창업로 17 F동 201호 
오비터,"13493) 경기도 성남시 분당구 판교역로 240, 1층 123호 삼평동, 삼환하이펙스A동 "
탄탄면공방(A동)_KIOSK,13493) 경기도 성남시 분당구 판교역로 240 A동 121호 
땡큐로스터스,"13493) 경기도 성남시 분당구 판교역로 240 2층 204호(삼평동, 삼환하이팩스 A동) "
맛있는 옥상,13558) 경기도 성남시 분당구 성남대로331번길 8 (정자동) 310호 
광화문국밥(판교점),"13529) 경기 성남시 분당구 판교역로 152 백현동, 알파돔타워, 2층 "
아비꼬(판교파미어스몰점),13449) 경기도 성남시 수정구 창업로 17 B동 2층 201-3호(시흥동)
퍼틴(판교점)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) 2층 201-5호 
버거킹(판교유스페이스점),13494) 경기도 성남시 분당구 삼평동 대왕판교로 660 1층 
버거킹(분당야탑점),13506) 경기도 성남시 분당구 성남대로 916번길 11 
하루,"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 제에스동 1층 131호(삼평동,에이치스퀘어 에스동) "
